event_id,user_id,account_id,event_name,timestamp,plan_tier,region,acquisition_channel,account_segment,mrr,expansion_amount,session_duration,churned_flag,active_flag,current_mrr,prior_mrr
EVT-03-000023,USR-000787,ACC-00429,session_started,2025-12-10T00:00:00.000000,Starter,Europe,Organic,Mid-Market,49,0.0,16.3,0,1,49.0,49.0
EVT-03-000024,USR-001188,ACC-00654,session_started,2025-12-02T20:00:00.000000,Professional,Europe,Paid Search,SMB,149,0.0,12.6,0,1,149.0,149.0
EVT-03-000025,USR-001341,ACC-00744,invoice_paid,2025-12-05T14:00:00.000000,Starter,Europe,Paid Search,SMB,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000026,USR-000526,ACC-00285,feature_used,2025-12-08T04:00:00.000000,Free,Latin America,Organic,Enterprise,0,0.0,20.7,0,1,0.0,0.0
EVT-03-000027,USR-000240,ACC-00128,session_started,2025-12-10T17:00:00.000000,Starter,Europe,Paid Search,Mid-Market,49,0.0,3.1,0,1,49.0,49.0
EVT-03-000028,USR-000847,ACC-00461,feature_used,2025-12-02T00:00:00.000000,Free,North America,Paid Search,Mid-Market,0,0.0,6.7,0,1,0.0,0.0
EVT-03-000029,USR-000459,ACC-00250,plan_upgraded,2025-12-28T03:00:00.000000,Professional,Asia Pacific,Organic,Enterprise,149,350.0,0.0,0,1,499.0,149.0
EVT-03-000030,USR-000632,ACC-00349,subscription_started,2025-12-05T12:00:00.000000,Professional,North America,Paid Search,Enterprise,149,0.0,0.0,0,1,149.0,0.0
EVT-03-000031,USR-001433,ACC-00797,session_started,2025-12-08T16:00:00.000000,Starter,North America,Organic,SMB,49,0.0,27.7,0,1,49.0,49.0
EVT-03-000032,USR-000419,ACC-00227,session_started,2025-12-23T20:00:00.000000,Starter,North America,Referral,Mid-Market,49,0.0,4.8,0,1,49.0,49.0
EVT-03-000033,USR-001125,ACC-00617,feature_used,2025-12-04T22:00:00.000000,Starter,Asia Pacific,Partner,SMB,49,0.0,3.3,0,1,49.0,49.0
EVT-03-000034,USR-001126,ACC-00618,session_started,2025-12-16T19:00:00.000000,Professional,North America,Paid Search,Mid-Market,149,0.0,21.7,0,1,149.0,149.0
EVT-03-000035,USR-001384,ACC-00769,invoice_paid,2025-12-13T11:00:00.000000,Starter,North America,Partner,Mid-Market,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000036,USR-000549,ACC-00300,feature_used,2025-12-18T14:00:00.000000,Starter,Europe,Organic,Mid-Market,49,0.0,25.0,0,1,49.0,49.0
EVT-03-000037,USR-000169,ACC-00090,session_started,2025-12-09T22:00:00.000000,Professional,Latin America,Organic,SMB,149,0.0,12.3,0,1,149.0,149.0
EVT-03-000038,USR-001676,ACC-00939,subscription_started,2025-12-08T01:00:00.000000,Professional,North America,Partner,SMB,149,0.0,0.0,0,1,149.0,0.0
EVT-03-000039,USR-000529,ACC-00287,plan_downgraded,2025-12-22T16:00:00.000000,Starter,Latin America,Organic,SMB,49,0.0,0.0,0,1,0.0,49.0
EVT-03-000040,USR-001623,ACC-00909,session_started,2025-12-26T06:00:00.000000,Professional,Europe,Paid Search,Mid-Market,149,0.0,60.6,0,1,149.0,149.0
EVT-03-000041,USR-000470,ACC-00257,plan_upgraded,2025-12-10T17:00:00.000000,Starter,Europe,Paid Search,SMB,49,100.0,0.0,0,1,149.0,49.0
EVT-03-000042,USR-001733,ACC-00973,session_started,2025-12-09T20:00:00.000000,Professional,North America,Paid Search,SMB,149,0.0,17.5,0,1,149.0,149.0
EVT-03-000043,USR-000925,ACC-00506,invoice_paid,2025-12-05T10:00:00.000000,Starter,Europe,Organic,Enterprise,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000044,USR-000702,ACC-00386,feature_used,2025-12-25T01:00:00.000000,Professional,Europe,Referral,SMB,149,0.0,16.1,0,1,149.0,149.0
EVT-03-000045,USR-000793,ACC-00433,subscription_cancelled,2025-12-14T23:00:00.000000,Free,North America,Organic,SMB,0,0.0,0.0,1,0,0.0,0.0
EVT-03-000046,USR-000556,ACC-00304,subscription_started,2025-12-07T00:00:00.000000,Starter,Europe,Organic,Mid-Market,49,0.0,0.0,0,1,49.0,0.0
EVT-03-000047,USR-001717,ACC-00966,feature_used,2025-12-26T12:00:00.000000,Starter,Latin America,Paid Search,Mid-Market,49,0.0,4.5,0,1,49.0,49.0
EVT-03-000048,USR-001555,ACC-00867,feature_used,2025-12-26T10:00:00.000000,Professional,Europe,Paid Search,Mid-Market,149,0.0,44.4,0,1,149.0,149.0
EVT-03-000049,USR-000001,ACC-00001,feature_used,2025-12-11T03:00:00.000000,Enterprise,North America,Partner,Mid-Market,499,0.0,18.0,0,1,499.0,499.0
EVT-03-000050,USR-001146,ACC-00630,plan_downgraded,2025-12-05T22:00:00.000000,Free,Europe,Partner,SMB,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000051,USR-001001,ACC-00550,invoice_paid,2025-12-13T20:00:00.000000,Starter,Europe,Partner,SMB,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000052,USR-001555,ACC-00867,session_started,2025-12-26T07:00:00.000000,Professional,Europe,Paid Search,Mid-Market,149,0.0,1.8,0,1,149.0,149.0
EVT-03-000053,USR-001597,ACC-00892,feature_used,2025-12-15T19:00:00.000000,Enterprise,North America,Paid Search,SMB,499,0.0,0.1,0,1,499.0,499.0
EVT-03-000054,USR-000836,ACC-00455,session_started,2025-12-01T04:00:00.000000,Starter,North America,Partner,SMB,49,0.0,8.5,0,1,49.0,49.0
EVT-03-000055,USR-000420,ACC-00228,feature_used,2025-12-26T00:00:00.000000,Professional,North America,Paid Search,SMB,149,0.0,27.9,0,1,149.0,149.0
EVT-03-000056,USR-000517,ACC-00281,session_started,2025-12-13T05:00:00.000000,Free,Asia Pacific,Referral,SMB,0,0.0,13.1,0,1,0.0,0.0
EVT-03-000057,USR-000856,ACC-00466,subscription_started,2025-12-02T06:00:00.000000,Starter,North America,Partner,SMB,49,0.0,0.0,0,1,49.0,0.0
EVT-03-000058,USR-001319,ACC-00732,session_started,2025-12-21T18:00:00.000000,Professional,North America,Paid Search,Mid-Market,149,0.0,15.6,0,1,149.0,149.0
EVT-03-000059,USR-000568,ACC-00310,invoice_paid,2025-12-28T21:00:00.000000,Starter,Europe,Organic,Enterprise,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000060,USR-000210,ACC-00113,feature_used,2025-12-15T11:00:00.000000,Professional,Latin America,Referral,SMB,149,0.0,95.0,0,1,149.0,149.0
EVT-03-000061,USR-001087,ACC-00594,session_started,2025-12-20T14:00:00.000000,Enterprise,North America,Paid Search,SMB,499,0.0,5.5,0,1,499.0,499.0
EVT-03-000062,USR-000793,ACC-00433,plan_downgraded,2025-12-13T10:00:00.000000,Free,North America,Organic,SMB,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000063,USR-001709,ACC-00960,feature_used,2025-12-20T01:00:00.000000,Professional,Europe,Paid Search,Mid-Market,149,0.0,8.3,0,1,149.0,149.0
EVT-03-000064,USR-000671,ACC-00370,feature_used,2025-12-15T17:00:00.000000,Professional,North America,Partner,SMB,149,0.0,9.9,0,1,149.0,149.0
EVT-03-000065,USR-001567,ACC-00874,session_started,2025-12-08T02:00:00.000000,Enterprise,Asia Pacific,Partner,Mid-Market,499,0.0,30.4,0,1,499.0,499.0
EVT-03-000066,USR-000740,ACC-00405,feature_used,2025-12-11T13:00:00.000000,Starter,Asia Pacific,Paid Search,Mid-Market,49,0.0,8.4,0,1,49.0,49.0
EVT-03-000067,USR-001267,ACC-00699,invoice_paid,2025-12-04T21:00:00.000000,Professional,North America,Referral,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000068,USR-001528,ACC-00851,feature_used,2025-12-05T23:00:00.000000,Professional,North America,Paid Search,Mid-Market,149,0.0,6.0,0,1,149.0,149.0
EVT-03-000069,USR-000787,ACC-00429,subscription_started,2025-12-05T09:00:00.000000,Starter,Europe,Organic,Mid-Market,49,0.0,0.0,0,1,49.0,0.0
EVT-03-000070,USR-000077,ACC-00041,session_started,2025-12-25T21:00:00.000000,Starter,North America,Referral,SMB,49,0.0,0.4,0,1,49.0,49.0
EVT-03-000071,USR-001509,ACC-00840,session_started,2025-12-29T21:00:00.000000,Professional,Europe,Paid Search,Mid-Market,149,0.0,68.0,0,1,149.0,149.0
EVT-03-000072,USR-001416,ACC-00788,plan_downgraded,2025-12-20T22:00:00.000000,Starter,Europe,Paid Search,SMB,49,0.0,0.0,0,1,0.0,49.0
EVT-03-000073,USR-001111,ACC-00610,plan_downgraded,2025-12-13T08:00:00.000000,Enterprise,Asia Pacific,Partner,SMB,499,0.0,0.0,0,1,149.0,499.0
EVT-03-000074,USR-000547,ACC-00298,feature_used,2025-12-09T16:00:00.000000,Starter,North America,Referral,SMB,49,0.0,3.8,0,1,49.0,49.0
EVT-03-000075,USR-000298,ACC-00160,feature_used,2025-12-01T01:00:00.000000,Professional,Europe,Partner,SMB,149,0.0,17.4,0,1,149.0,149.0
EVT-03-000076,USR-001041,ACC-00571,subscription_cancelled,2025-12-11T14:00:00.000000,Professional,Latin America,Organic,Mid-Market,149,0.0,0.0,1,0,0.0,149.0
EVT-03-000077,USR-000565,ACC-00309,plan_downgraded,2025-12-12T04:00:00.000000,Starter,Latin America,Paid Search,Mid-Market,49,0.0,0.0,0,1,0.0,49.0
EVT-03-000078,USR-000453,ACC-00246,plan_downgraded,2025-12-04T14:00:00.000000,Professional,North America,Paid Search,Enterprise,149,0.0,0.0,0,1,49.0,149.0
EVT-03-000079,USR-000051,ACC-00027,invoice_paid,2025-12-27T10:00:00.000000,Professional,Europe,Organic,Mid-Market,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000080,USR-001365,ACC-00759,invoice_paid,2025-12-30T14:00:00.000000,Enterprise,Asia Pacific,Organic,Mid-Market,499,0.0,0.0,0,1,499.0,499.0
EVT-03-000081,USR-001726,ACC-00970,feature_used,2025-12-30T11:00:00.000000,Starter,Latin America,Partner,SMB,49,0.0,91.9,0,1,49.0,49.0
EVT-03-000082,USR-000202,ACC-00110,feature_used,2025-12-10T06:00:00.000000,Professional,North America,Paid Search,SMB,149,0.0,2.4,0,1,149.0,149.0
EVT-03-000083,USR-000737,ACC-00403,invoice_paid,2025-12-07T20:00:00.000000,Professional,Europe,Organic,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000084,USR-001432,ACC-00796,invoice_paid,2025-12-02T18:00:00.000000,Free,Europe,Referral,Mid-Market,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000085,USR-000840,ACC-00457,signed_up,2025-12-16T11:00:00.000000,Professional,Europe,Partner,Enterprise,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000086,USR-001690,ACC-00949,invoice_paid,2025-12-16T12:00:00.000000,Enterprise,Europe,Paid Search,Mid-Market,499,0.0,0.0,0,1,499.0,499.0
EVT-03-000087,USR-001561,ACC-00871,feature_used,2025-12-27T02:00:00.000000,Free,Europe,Partner,Enterprise,0,0.0,60.7,0,1,0.0,0.0
EVT-03-000088,USR-000183,ACC-00100,subscription_cancelled,2025-12-12T02:00:00.000000,Starter,Asia Pacific,Paid Search,SMB,49,0.0,0.0,1,0,0.0,49.0
EVT-03-000089,USR-000767,ACC-00418,feature_used,2025-12-12T02:00:00.000000,Enterprise,North America,Paid Search,SMB,499,0.0,1.3,0,1,499.0,499.0
EVT-03-000090,USR-001201,ACC-00662,feature_used,2025-12-17T15:00:00.000000,Enterprise,Europe,Paid Search,SMB,499,0.0,9.8,0,1,499.0,499.0
EVT-03-000091,USR-001538,ACC-00856,invoice_paid,2025-12-18T06:00:00.000000,Enterprise,Europe,Referral,Mid-Market,499,0.0,0.0,0,1,499.0,499.0
EVT-03-000092,USR-001442,ACC-00801,feature_used,2025-12-16T23:00:00.000000,Professional,Latin America,Organic,Enterprise,149,0.0,6.7,0,1,149.0,149.0
EVT-03-000093,USR-000916,ACC-00501,plan_upgraded,2025-12-30T09:00:00.000000,Starter,Asia Pacific,Partner,Mid-Market,49,100.0,0.0,0,1,149.0,49.0
EVT-03-000094,USR-001781,ACC-01000,subscription_started,2025-12-02T11:00:00.000000,Enterprise,North America,Paid Search,Mid-Market,499,0.0,0.0,0,1,499.0,0.0
EVT-03-000095,USR-000018,ACC-00009,session_started,2025-12-02T11:00:00.000000,Enterprise,North America,Partner,SMB,499,0.0,12.3,0,1,499.0,499.0
EVT-03-000096,USR-000359,ACC-00194,subscription_started,2025-12-01T15:00:00.000000,Professional,Europe,Paid Search,SMB,149,0.0,0.0,0,1,149.0,0.0
EVT-03-000097,USR-000297,ACC-00160,invoice_paid,2025-12-17T21:00:00.000000,Professional,Europe,Partner,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000098,USR-000531,ACC-00288,feature_used,2025-12-09T05:00:00.000000,Starter,Asia Pacific,Referral,Enterprise,49,0.0,8.5,0,1,49.0,49.0
EVT-03-000099,USR-000904,ACC-00494,session_started,2025-12-03T15:00:00.000000,Professional,Latin America,Paid Search,Mid-Market,149,0.0,25.4,0,1,149.0,149.0
EVT-03-000100,USR-000682,ACC-00375,invoice_paid,2025-12-17T11:00:00.000000,Professional,Europe,Partner,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000101,USR-001627,ACC-00912,session_started,2025-12-29T00:00:00.000000,Enterprise,North America,Organic,Mid-Market,499,0.0,3.2,0,1,499.0,499.0
EVT-03-000102,USR-000954,ACC-00524,session_started,2025-12-19T13:00:00.000000,Starter,Europe,Organic,SMB,49,0.0,5.5,0,1,49.0,49.0
EVT-03-000103,USR-001428,ACC-00794,invoice_paid,2025-12-08T00:00:00.000000,Professional,Latin America,Partner,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000104,USR-001275,ACC-00703,session_started,2025-12-13T22:00:00.000000,Enterprise,North America,Paid Search,Mid-Market,499,0.0,5.4,0,1,499.0,499.0
EVT-03-000105,USR-001137,ACC-00624,session_started,2025-12-11T07:00:00.000000,Professional,Europe,Organic,Enterprise,149,0.0,29.9,0,1,149.0,149.0
EVT-03-000106,USR-000516,ACC-00280,subscription_started,2025-12-02T08:00:00.000000,Enterprise,Europe,Paid Search,SMB,499,0.0,0.0,0,1,499.0,0.0
EVT-03-000107,USR-000513,ACC-00279,feature_used,2025-12-07T18:00:00.000000,Starter,North America,Organic,Mid-Market,49,0.0,0.1,0,1,49.0,49.0
EVT-03-000108,USR-000212,ACC-00113,invoice_paid,2025-12-22T02:00:00.000000,Professional,Latin America,Referral,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000109,USR-001410,ACC-00784,feature_used,2025-12-21T18:00:00.000000,Starter,Asia Pacific,Partner,SMB,49,0.0,0.4,0,1,49.0,49.0
EVT-03-000110,USR-001423,ACC-00791,invoice_paid,2025-12-29T09:00:00.000000,Starter,Asia Pacific,Paid Search,Enterprise,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000111,USR-000067,ACC-00036,plan_downgraded,2025-12-29T16:00:00.000000,Starter,Asia Pacific,Referral,Enterprise,49,0.0,0.0,0,1,0.0,49.0
EVT-03-000112,USR-000265,ACC-00141,signed_up,2025-12-19T07:00:00.000000,Professional,North America,Organic,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000113,USR-000937,ACC-00515,session_started,2025-12-28T01:00:00.000000,Starter,Europe,Paid Search,SMB,49,0.0,22.4,0,1,49.0,49.0
EVT-03-000114,USR-000749,ACC-00409,session_started,2025-12-26T00:00:00.000000,Professional,Europe,Paid Search,Mid-Market,149,0.0,2.9,0,1,149.0,149.0
EVT-03-000115,USR-000515,ACC-00280,session_started,2025-12-15T20:00:00.000000,Enterprise,Europe,Paid Search,SMB,499,0.0,11.7,0,1,499.0,499.0
EVT-03-000116,USR-000638,ACC-00353,session_started,2025-12-12T03:00:00.000000,Starter,Latin America,Partner,SMB,49,0.0,21.9,0,1,49.0,49.0
EVT-03-000117,USR-000315,ACC-00168,invoice_paid,2025-12-29T12:00:00.000000,Free,Latin America,Paid Search,Enterprise,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000118,USR-000148,ACC-00075,feature_used,2025-12-14T20:00:00.000000,Starter,North America,Organic,SMB,49,0.0,8.5,0,1,49.0,49.0
EVT-03-000119,USR-001557,ACC-00868,subscription_cancelled,2025-12-02T22:00:00.000000,Starter,Europe,Partner,SMB,49,0.0,0.0,1,0,0.0,49.0
EVT-03-000120,USR-001179,ACC-00649,session_started,2025-12-30T15:00:00.000000,Starter,Latin America,Partner,SMB,49,0.0,1.1,0,1,49.0,49.0
EVT-03-000121,USR-000586,ACC-00320,invoice_paid,2025-12-16T05:00:00.000000,Free,Europe,Organic,SMB,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000122,USR-001310,ACC-00726,feature_used,2025-12-08T08:00:00.000000,Professional,Asia Pacific,Partner,SMB,149,0.0,18.3,0,1,149.0,149.0
EVT-03-000123,USR-001423,ACC-00791,plan_upgraded,2025-12-27T07:00:00.000000,Starter,Asia Pacific,Paid Search,Enterprise,49,100.0,0.0,0,1,149.0,49.0
EVT-03-000124,USR-000649,ACC-00360,invoice_paid,2025-12-28T01:00:00.000000,Professional,North America,Paid Search,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000125,USR-001180,ACC-00649,session_started,2025-12-30T22:00:00.000000,Starter,Latin America,Partner,SMB,49,0.0,34.6,0,1,49.0,49.0
EVT-03-000126,USR-000734,ACC-00402,subscription_started,2025-12-04T11:00:00.000000,Free,North America,Paid Search,Mid-Market,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000127,USR-000687,ACC-00378,subscription_started,2025-12-01T02:00:00.000000,Free,Europe,Referral,SMB,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000128,USR-000937,ACC-00515,session_started,2025-12-21T01:00:00.000000,Starter,Europe,Paid Search,SMB,49,0.0,9.4,0,1,49.0,49.0
EVT-03-000129,USR-001515,ACC-00843,signed_up,2025-12-08T05:00:00.000000,Enterprise,North America,Paid Search,SMB,499,0.0,0.0,0,1,499.0,499.0
EVT-03-000130,USR-000630,ACC-00348,plan_upgraded,2025-12-25T01:00:00.000000,Starter,Asia Pacific,Paid Search,SMB,49,100.0,0.0,0,1,149.0,49.0
EVT-03-000131,USR-000052,ACC-00028,session_started,2025-12-11T00:00:00.000000,Professional,Europe,Paid Search,Enterprise,149,0.0,6.3,0,1,149.0,149.0
EVT-03-000132,USR-001294,ACC-00717,feature_used,2025-12-07T23:00:00.000000,Enterprise,North America,Paid Search,SMB,499,0.0,12.9,0,1,499.0,499.0
EVT-03-000133,USR-001091,ACC-00598,session_started,2025-12-01T16:00:00.000000,Enterprise,North America,Partner,Mid-Market,499,0.0,2.2,0,1,499.0,499.0
EVT-03-000134,USR-001018,ACC-00560,subscription_cancelled,2025-12-28T02:00:00.000000,Enterprise,Latin America,Paid Search,SMB,499,0.0,0.0,1,0,0.0,499.0
EVT-03-000135,USR-000478,ACC-00261,invoice_paid,2025-12-07T17:00:00.000000,Free,North America,Paid Search,SMB,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000136,USR-000903,ACC-00494,feature_used,2025-12-17T11:00:00.000000,Professional,Latin America,Paid Search,Mid-Market,149,0.0,1.5,0,1,149.0,149.0
EVT-03-000137,USR-000100,ACC-00051,session_started,2025-12-22T03:00:00.000000,Professional,North America,Partner,Enterprise,149,0.0,4.3,0,1,149.0,149.0
EVT-03-000138,USR-000496,ACC-00271,subscription_started,2025-12-02T16:00:00.000000,Professional,North America,Organic,SMB,149,0.0,0.0,0,1,149.0,0.0
EVT-03-000139,USR-000311,ACC-00166,feature_used,2025-12-16T14:00:00.000000,Enterprise,Europe,Paid Search,Mid-Market,499,0.0,1.3,0,1,499.0,499.0
EVT-03-000140,USR-000001,ACC-00001,session_started,2025-12-30T05:00:00.000000,Enterprise,North America,Partner,Mid-Market,499,0.0,19.8,0,1,499.0,499.0
EVT-03-000141,USR-000379,ACC-00204,session_started,2025-12-05T14:00:00.000000,Starter,Europe,Referral,SMB,49,0.0,6.2,0,1,49.0,49.0
EVT-03-000142,USR-000357,ACC-00193,subscription_started,2025-12-01T01:00:00.000000,Starter,Europe,Partner,Mid-Market,49,0.0,0.0,0,1,49.0,0.0
EVT-03-000143,USR-000522,ACC-00284,session_started,2025-12-17T14:00:00.000000,Professional,Asia Pacific,Paid Search,SMB,149,0.0,16.4,0,1,149.0,149.0
EVT-03-000144,USR-001399,ACC-00777,invoice_paid,2025-12-11T22:00:00.000000,Free,Europe,Organic,Mid-Market,0,0.0,0.0,0,1,0.0,0.0
EVT-03-000145,USR-000317,ACC-00169,invoice_paid,2025-12-13T19:00:00.000000,Enterprise,North America,Organic,SMB,499,0.0,0.0,0,1,499.0,499.0
EVT-03-000146,USR-001144,ACC-00628,invoice_paid,2025-12-16T16:00:00.000000,Professional,Europe,Partner,SMB,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000147,USR-000622,ACC-00343,session_started,2025-12-10T06:00:00.000000,Free,Europe,Organic,Mid-Market,0,0.0,21.4,0,1,0.0,0.0
EVT-03-000148,USR-001462,ACC-00811,plan_upgraded,2025-12-05T18:00:00.000000,Starter,Europe,Paid Search,SMB,49,100.0,0.0,0,1,149.0,49.0
EVT-03-000149,USR-000747,ACC-00408,session_started,2025-12-04T11:00:00.000000,Starter,North America,Paid Search,Mid-Market,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000150,USR-001705,ACC-00957,feature_used,2025-12-19T16:00:00.000000,Enterprise,North America,Organic,SMB,499,0.0,7.6,0,1,499.0,499.0
EVT-03-000151,USR-000372,ACC-00201,session_started,2025-12-08T19:00:00.000000,Starter,North America,Organic,SMB,49,0.0,1.3,0,1,49.0,49.0
EVT-03-000152,USR-001203,ACC-00664,subscription_started,2025-12-09T16:00:00.000000,Starter,Asia Pacific,Paid Search,SMB,49,0.0,0.0,0,1,49.0,0.0
EVT-03-000153,USR-000755,ACC-00412,subscription_cancelled,2025-12-19T23:00:00.000000,Professional,North America,Partner,SMB,149,0.0,0.0,1,0,0.0,149.0
EVT-03-000154,USR-000002,ACC-00002,invoice_paid,2025-12-25T19:00:00.000000,Starter,North America,Organic,SMB,49,0.0,0.0,0,1,49.0,49.0
EVT-03-000155,USR-000146,ACC-00074,subscription_started,2025-12-06T19:00:00.000000,Professional,Europe,Organic,Mid-Market,149,0.0,0.0,0,1,149.0,0.0
EVT-03-000156,USR-001401,ACC-00778,feature_used,2025-12-16T07:00:00.000000,Professional,Europe,Paid Search,Mid-Market,149,0.0,19.9,0,1,149.0,149.0
EVT-03-000157,USR-000498,ACC-00272,session_started,2025-12-01T13:00:00.000000,Enterprise,Europe,Paid Search,Enterprise,499,0.0,56.8,0,1,499.0,499.0
EVT-03-000158,USR-000050,ACC-00026,plan_upgraded,2025-12-04T10:00:00.000000,Professional,Europe,Partner,SMB,149,350.0,0.0,0,1,499.0,149.0
EVT-03-000159,USR-000904,ACC-00494,session_started,2025-12-25T17:00:00.000000,Professional,Latin America,Paid Search,Mid-Market,149,0.0,4.5,0,1,149.0,149.0
EVT-03-000160,USR-000646,ACC-00358,session_started,2025-12-06T02:00:00.000000,Starter,North America,Paid Search,SMB,49,0.0,14.9,0,1,49.0,49.0
EVT-03-000161,USR-001208,ACC-00666,subscription_cancelled,2025-12-13T01:00:00.000000,Enterprise,Europe,Partner,SMB,499,0.0,0.0,1,0,0.0,499.0
EVT-03-000162,USR-001332,ACC-00739,session_started,2025-12-05T23:00:00.000000,Enterprise,Latin America,Paid Search,Mid-Market,499,0.0,4.2,0,1,499.0,499.0
EVT-03-000163,USR-000052,ACC-00028,invoice_paid,2025-12-05T08:00:00.000000,Professional,Europe,Paid Search,Enterprise,149,0.0,0.0,0,1,149.0,149.0
EVT-03-000164,USR-000183,ACC-00100,feature_used,2025-12-15T23:00:00.000000,Starter,Asia Pacific,Paid Search,SMB,49,0.0,6.5,0,1,49.0,49.0
